Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
11/07/2016,Grange Beauchamp Hotel,The staff were friendly and welcoming,The room was in need of a proper clean lots of dust on top of the television and spiderwebs in one of the wall lamps The shower was almost unusable as the water pressure was very low and the shower head was clogged with limescale,United Kingdom,7.1,1,"[' Leisure trip ', ' Solo traveler ', ' Single Cabin Room ', ' Stayed 1 night ']",269 day
12/26/2016,Club Quarters Hotel St Paul s,Comfortable and convenient,I booked the room and added my children to the booking however when I got to the facility after traveling all day I was told I did not book the right room After traveling with children I just wanted to relax in the room I booked a month in advance I should have been able to check in the room I booked then later tell them if it was too small or not They changed my booking without asking I did not like that,Italy,7.9,1,"[' Leisure trip ', ' Family with young children ', ' Standard Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",220 day
06/12/2017,Club Quarters Hotel St Paul s,The lobby and rooms,Air condition,Panama,9.2,6,"[' Business trip ', ' Couple ', ' One Room Suite with Kitchenette ', ' Stayed 4 nights ']",52 days
06/22/2016,Club Quarters Hotel St Paul s,No Positive,Unbearably hot with no way to open the windows,United Kingdom,7.1,9,"[' Business trip ', ' Solo traveler ', ' Small Queen Room ', ' Stayed 1 night ']",407 day
08/25/2015,Hotel Elys es Bassano,Friendly staff Superb services I dont speak french but the staff helped alot Room is clean,No Negative,Malaysia,9.6,9,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",709 day
01/17/2017,H tel Beauchamps,No Positive,Bathroom not that good,France,5.6,1,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",198 day
03/30/2016,The Nadler Kensington,Based on the fact I was in central London and on a budget the room was very nice small but hey this is central london with even a little kitchen area and iron Everything I needed Very clean very pleasant,All good,United Kingdom,10,6,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",491 day
07/25/2017,H tel Vernet,Great location parallell with Champs Elysees Quiet hotel Beautiful design and interior Nice room deluxe superior,Breakfast was not included and rather basic for the price of 25,Belgium,8.3,8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9 days
09/08/2015,Rosewood London,The friendly service and stylish fit out,No Negative,Australia,10,3,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",695 day
02/02/2017,Mayflower Hotel Apartments,No Positive,The bed was two singles attached together and there was a noticeable gap when sleeping which made for an uncomfortable nights sleep It also wasn t what I thought I was booking they had no pictures of the apartment so I thought a suite was a large room won t have booked if I knew it was an apartment It was also 5 floors up with no lift and this was difficult with a sore back,United Kingdom,6.3,1,"[' Leisure trip ', ' Couple ', ' Superior Studio Apartment ', ' Stayed 1 night ', ' Submitted from a mobile device ']",182 day
02/01/2016,Mayflower Hotel Apartments,el apartamento muy confortable en general,Era un tercer piso sin ascensor,Spain,7.5,1,"[' Leisure trip ', ' Couple ', ' Superior Studio Apartment ', ' Stayed 3 nights ']",549 day
05/31/2016,Hotel Xanadu,No Positive,Silly very minor point not enough milk for the coffee in the room and the coffee wasn t very nice,United Kingdom,9.6,3,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ']",429 day
12/14/2016,DoubleTree by Hilton London Docklands Riverside,Room was clean and large Got free ferry voucher to Canary Wharf,Room was right next to talking elevator which went all night The corridor was really noisy Didn t sleep much No aircon Breakfast and wifi are exorbitantly priced,United Kingdom,5,3,"[' Business trip ', ' Solo traveler ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",232 day
02/16/2016,DoubleTree by Hilton London Docklands Riverside,No Positive,Room was cold bed was uncomfortable woke up at 6 15am by banging which was unloading of a Lorry outside our window Breakfast was messy and not a lot left at 9 00am,United Kingdom,2.5,1,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",534 day
02/11/2017,DoubleTree by Hilton London Docklands Riverside,Not much We were promised a queen size bed and a view of the river we didn t get either Considering the price we didn t get Value for money,No Negative,United Kingdom,5,9,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",173 day
03/13/2016,DoubleTree by Hilton London Docklands Riverside,Julie on reception got us all sorted out for the correct room,No swimming pool sauna etc anymore,United Kingdom,9.2,2,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",508 day
09/13/2015,Bentley London,Chique area 2 min from tube beautiful spacious room gym sauna,Feels a bit in quiet in the hotel,Netherlands,8.8,28,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",690 day
09/06/2016,Park Grand Paddington Court,Only location nothing else we like,The pictures on the booking com is totally misleading The room is very old way too small only fit a double bed n nothing else I bet u in if u are 200lbs u cannot fit in the bedroom,Hong Kong,3.8,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",331 day
10/06/2015,Park Grand Paddington Court,Rooms are done beautifully Staff are very friendly,There were no staff in the Restaurant when we attended so we went out Restaurant could have been done more modern,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 1 night ']",667 day
11/07/2016,Park Grand Paddington Court,The staff was lovely,The bed had a big dip in the middle of it,United Kingdom,7.9,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",269 day
02/15/2016,Park Grand Paddington Court,Reception staff were excellent and very helpful,No Negative,Switzerland,8.3,9,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",535 day
12/22/2016,Forest Hill Paris la Villette,Price was more than reasonable for the area Location was not near to sites but the metro was directly next to hotel and was extremely easy to use The bathroom was modern and the housekeeping ladies were superb,The hotel told me that my card was declined for security deposit I kept having them re swipe I checked my statement and had been charged five 100 deposits that they said were declined When I went to the front desk to explain I overheard someone having an identical situation It took some time about two weeks for the charges to be removed which was an inconvenience on vacation,United States of America,7.1,1,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",224 day
09/02/2015,Le Pavillon de la Reine Spa,Charming hotel in tranquil location in Place des Vosges Courteous staff The hotel has its own parking facility which is very convenient and complimentary for guests,A fire alarm went off due to a technical error while we were relaxing in our room With our small children we rushed down several flights of stairs to the entrance A complimentary aperitif or even a simple apology for the inconvenience would have been appreciated for the gesture,Italy,7.5,8,"[' Leisure trip ', ' Family with young children ', ' Superior Junior Suite ', ' Stayed 3 nights ']",701 day
10/30/2016,H10 London Waterloo,View,No Negative,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",277 day
12/22/2016,Bloomsbury Palace Hotel,Location is good and breakfast is nice but very stuffy breakfast room with no windows,A triple room is a double with an extra squeaky bed prized in No space to get to kettle or to use dressing table Freezing cold room with very draughty windows and a heater that is luke warm,United Kingdom,6.7,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 day
05/12/2017,Bloomsbury Palace Hotel,Friendly staff decent breakfast convenient location,Minuscule room hot and stuffy noisy traffic uncomfortable bed,France,5,2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",83 days
10/25/2015,Bloomsbury Palace Hotel,Good English breakfast in a great location,Bed small and pillows cheap with plumbing a bit amateurish,United Kingdom,7.1,2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",648 day
01/18/2017,Grand Pigalle Hotel,Great value for money Very cozy feeling Nice design Nice people Cool bar Nice neighbourhood Clean,Room is small Bathroom and especially the shower is extremely tight Shower has old school curtain,Greece,9.6,14,"[' Leisure trip ', ' Solo traveler ', ' Superior Room Pigalle ', ' Stayed 4 nights ']",197 day
04/23/2017,Innkeeper s Lodge London Greenwich,Really spacious clean family room good breakfast choice friendly staff great location,No Negative,United Kingdom,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Family Suite 2 Adults 2 Children ', ' Stayed 1 night ', ' Submitted from a mobile device ']",102 day
12/11/2016,Hotel Duminy Vendome,No Positive,Slow and tiny elevators,Kuwait,9.2,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",235 day
04/18/2017,Holiday Inn London Mayfair,i like the location,i dont like the restaurant becuse the dont have alot of choices,Saudi Arabia,8.8,1,"[' Leisure trip ', ' Solo traveler ', ' Room Selected at Check In ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",107 day
05/01/2017,Royal Saint Michel,The location was perfect travelling by train with a 5 year old was made a lot easier by the metro being so close you can get direct train to The palace of versailles It was also only a few metro stops to catch the train to Disney land Paris The hotel was small and friendly The breakfasts were good and we filled up so did not really need lunch I was worried that the room would be to small but for Paris sizes it wasn t to bad The hotel is right next to some lovely streets for evening meals drinks or crepes Although it was very lively of an evening we were able to go out and eat with our daughter and have a family meal and a little walk around before heading back to the hotel once back in the room we were surprised how quiet it was All in all i would recommend for mini breaks in Paris,the lift was a bit small,United Kingdom,9.2,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 3 nights ']",94 days
